ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
225
ITEM: BOX BOUNDS ff ff pp
0 40
0 20
-1 1
ITEM: ATOMS x y c_ps v_speed 
16.3461 7.17739 0 1.14078 
17.6348 7.1584 0 1.0347 
18.9147 7.19773 0 1.02244 
0.716168 8.41113 0 0.990985 
2.02248 8.44157 0 0.985518 
3.30781 8.43598 0 0.903947 
4.65181 8.47908 0 1.16421 
5.93396 8.44975 0 1.05003 
7.23027 8.44095 0 1.03011 
8.56808 8.45242 0 1.2452 
9.80493 8.42794 0 0.892517 
11.157 8.49533 0 1.20996 
12.4081 8.46307 0 0.905408 
13.7425 8.44067 0 1.09977 
15.0639 8.45763 0 1.22233 
16.3221 8.47943 0 0.997208 
17.64 8.46621 0 1.08915 
18.9167 8.4516 0 0.951735 
0.748336 9.74584 0 1.14637 
2.04116 9.79319 0 1.11882 
3.31847 9.72534 0 0.971784 
4.65817 9.72402 0 1.19772 
5.94824 9.71737 0 1.14697 
7.22326 9.76814 0 0.994303 
8.55073 9.77488 0 1.15469 
9.81475 9.76647 0 0.944952 
11.1201 9.77078 0 0.977842 
12.4111 9.74507 0 0.919872 
13.7223 9.76013 0 0.985094 
15.0115 9.76952 0 0.928156 
16.2903 9.77572 0 0.813629 
17.6383 9.78239 0 1.09054 
18.904 9.73143 0 0.885167 
0.744687 11.0494 0 1.12567 
2.02381 11.04 0 0.99371 
3.34531 11.0345 0 1.11845 
4.66364 11.063 0 1.222 
5.92722 11.0427 0 1.01237 
7.21405 11.0247 0 0.947373 
8.5356 11.0387 0 1.06137 
9.82437 11.0755 0 1.0059 
11.1532 11.0368 0 1.16229 
12.4313 11.0692 0 1.04094 
13.7187 11.0359 0 0.966269 
15.0453 11.0216 0 1.12641 
16.3189 11.0353 0 0.967368 
17.6394 11.0363 0 1.08401 
18.9337 11.0416 0 1.04964 
0.729085 12.372 0 1.04259 
2.01953 12.3442 0 0.968785 
3.28336 12.3509 0 0.760415 
4.59608 12.3371 0 0.839254 
5.92491 12.3341 0 1.00503 
7.2411 12.3399 0 1.0938 
8.5328 12.3254 0 1.05773 
9.82409 12.3595 0 0.99164 
11.1171 12.3509 0 0.952557 
12.4371 12.3481 0 1.06709 
13.7454 12.3483 0 1.11385 
15.0018 12.3563 0 0.860102 
16.3629 12.3053 0 1.26018 
17.6243 12.3077 0 1.05414 
18.9112 12.2964 0 1.03443 
0.736154 13.6636 0 1.07442 
2.03767 13.6527 0 1.06851 
3.31833 13.6129 0 0.997462 
4.61619 13.6492 0 0.94669 
5.92766 13.6359 0 1.02123 
7.20897 13.6123 0 0.95106 
8.53648 13.6131 0 1.1008 
9.82039 13.6329 0 0.984014 
11.1356 13.6354 0 1.06596 
12.4492 13.635 0 1.14161 
13.7348 13.612 0 1.10019 
15.0122 13.6348 0 0.933336 
16.2906 13.607 0 0.899053 
17.6366 13.5834 0 1.19394 
18.8677 13.5325 0 1.23006 
0.732169 14.9251 0 1.07444 
2.03921 14.9586 0 1.07145 
3.34694 14.9354 0 1.13011 
4.59553 14.9061 0 0.898634 
5.92121 14.942 0 0.977824 
7.245 14.9369 0 1.11608 
8.55099 14.9186 0 1.17467 
9.82512 14.9164 0 1.03942 
11.1262 14.9382 0 1.00484 
12.4596 14.918 0 1.2197 
13.74 14.8887 0 1.19094 
15.0396 14.8709 0 1.25073 
16.3233 14.8857 0 1.12743 
17.6096 14.8842 0 1.07562 
18.8882 14.893 0 0.953655 
0.735222 16.2417 0 1.07193 
2.0597 16.2057 0 1.24389 
3.32929 16.2325 0 1.03381 
4.59726 16.2423 0 0.842085 
5.92903 16.2064 0 1.08165 
7.24454 16.2682 0 1.07885 
8.50134 16.2532 0 0.844327 
9.80291 16.2144 0 0.931742 
11.12 16.2092 0 1.03289 
12.4142 16.2215 0 0.969287 
13.744 16.2245 0 1.10636 
15.0534 16.2153 0 1.16533 
16.2941 16.1395 0 1.23669 
17.5841 16.145 0 1.19729 
18.8425 16.1816 0 0.949106 
0.76282 17.5539 0 1.21025 
2.04383 17.5316 0 1.11425 
3.32925 17.5337 0 1.02987 
4.63778 17.5109 0 1.11918 
5.9251 17.5453 0 0.985909 
7.20711 17.5107 0 0.963173 
8.5259 17.4762 0 1.16304 
9.83779 17.4927 0 1.1691 
11.0964 17.5043 0 0.93866 
12.3888 17.4963 0 0.939789 
13.7283 17.5122 0 1.05421 
14.997 17.4805 0 1.04837 
16.2821 17.4755 0 1.03132 
17.6111 17.4546 0 1.21271 
18.8622 17.4572 0 1.10476 
0.721342 18.8204 0 1.02734 
2.04981 18.81 0 1.1848 
3.32864 18.8331 0 1.02469 
4.61595 18.8254 0 0.971482 
5.95218 18.7805 0 1.27425 
7.22645 18.7892 0 1.12509 
8.53374 18.8211 0 1.06898 
9.82245 18.7882 0 1.1136 
11.1079 18.7761 0 1.09988 
12.3971 18.8145 0 0.906043 
13.7086 18.7941 0 1.0318 
15.0007 18.7802 0 1.06302 
16.2821 18.7603 0 1.11231 
17.5589 18.7695 0 1.0275 
18.8451 18.7812 0 0.958163 
ITEM: TIMESTEP
2000
ITEM: NUMBER OF ATOMS
225
ITEM: BOX BOUNDS ff ff pp
0 40
0 20
-1 1
ITEM: ATOMS x y c_ps v_speed 
0.779252 0.740794 0 1.40289 
2.08249 0.711944 0 1.35099 
3.38714 0.71701 0 1.37716 
4.62259 0.717792 0 1.15241 
5.95854 0.717664 0 1.27804 
7.25277 0.741584 0 1.31244 
8.56808 0.758148 0 1.40461 
9.84607 0.774871 0 1.38599 
11.1593 0.751589 0 1.36562 
12.4741 0.782155 0 1.49451 
13.7589 0.780119 0 1.44867 
15.0304 0.789651 0 1.41405 
16.2999 0.743388 0 1.19615 
17.6262 0.769713 0 1.32841 
18.847 0.782068 0 1.29567 
0.787009 1.993 0 1.34533 
2.03749 1.9996 0 1.1521 
3.38789 1.9896 0 1.32881 
4.6256 2.00284 0 1.11647 
5.97198 1.95453 0 1.21965 
7.29194 2.02797 0 1.40524 
8.57392 2.02436 0 1.33443 
9.88812 2.04431 0 1.42679 
11.1401 2.035 0 1.24804 
12.4812 2.04573 0 1.40623 
13.741 2.03583 0 1.2552 
14.9919 2.10993 0 1.39004 
16.3071 2.07497 0 1.30431 
17.5959 2.15168 0 1.58428 
18.8769 2.10963 0 1.40516 
0.780665 3.27301 0 1.3009 
2.09349 3.2814 0 1.3434 
3.37164 3.26847 0 1.24363 
4.70051 3.30288 0 1.39556 
5.94834 3.26298 0 1.14362 
7.27985 3.32578 0 1.35486 
8.5895 3.30824 0 1.36143 
9.87887 3.31076 0 1.32606 
11.1753 3.2944 0 1.28181 
12.4287 3.33945 0 1.22209 
13.7524 3.33026 0 1.2757 
15.0148 3.35664 0 1.24692 
16.3581 3.37297 0 1.4108 
17.5729 3.34701 0 1.1466 
18.8556 3.38003 0 1.27138 
0.805145 4.57151 0 1.39646 
2.07398 4.56894 0 1.25627 
3.41914 4.56566 0 1.43408 
4.66004 4.59623 0 1.22901 
5.9911 4.5986 0 1.35311 
7.29912 4.51627 0 1.32214 
8.59121 4.58798 0 1.34075 
9.88397 4.6087 0 1.34131 
11.1731 4.62923 0 1.33813 
12.4645 4.62906 0 1.30996 
13.8345 4.61792 0 1.53818 
15.0826 4.63894 0 1.39525 
16.3369 4.65843 0 1.31077 
17.6378 4.68771 0 1.41101 
18.911 4.66653 0 1.27523 
0.791735 5.90743 0 1.37274 
2.11394 5.84337 0 1.40788 
3.39419 5.86909 0 1.33824 
4.65611 5.87493 0 1.18957 
5.98438 5.89572 0 1.32072 
7.28412 5.84925 0 1.2853 
8.61696 5.9129 0 1.46897 
9.90566 5.86538 0 1.37874 
11.21 5.91322 0 1.44482 
12.4728 5.91227 0 1.30387 
13.7937 5.93067 0 1.41455 
15.0598 5.90873 0 1.25323 
16.3318 5.91318 0 1.16694 
17.6668 5.96629 0 1.41684 
18.8694 5.96345 0 1.20619 
0.782617 7.15115 0 1.30175 
2.0635 7.16639 0 1.21251 
3.39687 7.15142 0 1.34329 
4.70294 7.13254 0 1.36586 
6.00406 7.18432 0 1.38603 
7.31464 7.19416 0 1.43549 
8.57594 7.14815 0 1.2564 
9.87403 7.17386 0 1.25995 
11.224 7.21586 0 1.49462 
12.5151 7.14963 0 1.4127 
13.7831 7.20204 0 1.32359 
15.0909 7.21303 0 1.36998 
16.4069 7.19736 0 1.41272 
17.6899 7.17876 0 1.31173 
18.9559 7.23893 0 1.3041 
0.771975 8.40072 0 1.27576 
2.07899 8.43939 0 1.27207 
3.36034 8.4323 0 1.19754 
4.71631 8.48706 0 1.43123 
5.99359 8.44982 0 1.33078 
7.2889 8.43865 0 1.31238 
8.637 8.45323 0 1.50737 
9.85667 8.42218 0 1.18554 
11.2229 8.50772 0 1.46887 
12.4607 8.46681 0 1.19907 
13.8044 8.43847 0 1.3754 
15.1317 8.46003 0 1.48655 
16.3785 8.4877 0 1.27914 
17.7012 8.4712 0 1.3653 
18.9717 8.45367 0 1.24183 
0.812646 9.74471 0 1.42136 
2.10276 9.80493 0 1.38619 
3.37389 9.71863 0 1.25717 
4.7244 9.71695 0 1.46224 
6.01177 9.70849 0 1.41479 
7.27999 9.77307 0 1.2789 
8.61492 9.78164 0 1.42335 
9.86916 9.77095 0 1.23439 
11.1759 9.77643 0 1.26349 
12.4645 9.74373 0 1.21289 
13.7788 9.76289 0 1.27157 
15.065 9.77483 0 1.21861 
16.338 9.78272 0 1.11274 
17.6991 9.79119 0 1.36345 
18.9555 9.72638 0 1.17975 
0.808029 11.0492 0 1.40288 
2.08069 11.0372 0 1.27938 
3.40803 11.0303 0 1.39182 
4.73136 11.0665 0 1.48586 
5.98502 11.0407 0 1.29648 
7.26828 11.0178 0 1.2348 
8.59568 11.0357 0 1.34054 
9.8814 11.0825 0 1.28801 
11.218 11.0332 0 1.43177 
12.4903 11.0744 0 1.32105 
13.7742 11.0321 0 1.25407 
15.108 11.0139 0 1.39701 
16.3744 11.0312 0 1.25498 
17.7005 11.0325 0 1.3608 
18.9933 11.0394 0 1.33014 
0.788259 12.3763 0 1.32587 
2.0752 12.341 0 1.25724 
3.32918 12.3493 0 1.06868 
4.64536 12.3316 0 1.13943 
5.98202 12.3276 0 1.2895 
7.3026 12.3348 0 1.37032 
8.59203 12.316 0 1.33635 
9.88091 12.359 0 1.27684 
11.172 12.3476 0 1.24233 
12.4974 12.3435 0 1.34597 
13.8079 12.3429 0 1.38807 
15.0521 12.3518 0 1.15764 
16.4295 12.2851 0 1.51981 
17.6793 12.2843 0 1.33341 
18.9576 12.26 0 1.31637 
0.797005 13.6632 0 1.35481 
2.09805 13.649 0 1.34683 
3.37342 13.5982 0 1.27966 
4.67065 13.6439 0 1.23694 
5.98517 13.6265 0 1.3047 
7.26132 13.596 0 1.23754 
8.59619 13.5964 0 1.37513 
9.87555 13.6207 0 1.27103 
11.1947 13.6229 0 1.34506 
12.5117 13.6209 0 1.41308 
13.7927 13.5898 0 1.37586 
15.063 13.6162 0 1.22464 
16.3337 13.5771 0 1.19256 
17.6878 13.541 0 1.46082 
18.8903 13.4683 0 1.48798 
0.791624 14.9118 0 1.35677 
2.09962 14.9539 0 1.34765 
3.40935 14.924 0 1.40314 
4.64384 14.8861 0 1.18794 
5.97633 14.9311 0 1.26507 
7.30638 14.9238 0 1.39001 
8.61373 14.8995 0 1.44356 
9.88044 14.8955 0 1.32092 
11.1812 14.9218 0 1.28869 
12.5229 14.8941 0 1.48349 
13.7968 14.8545 0 1.45788 
15.0944 14.8287 0 1.51169 
16.3703 14.8432 0 1.4008 
17.6471 14.8363 0 1.35348 
18.91 14.8425 0 1.24187 
0.794986 16.2306 0 1.35405 
2.12513 16.1843 0 1.50551 
3.38626 16.2177 0 1.31601 
4.64529 16.2294 0 1.14238 
5.98543 16.1829 0 1.35837 
7.30473 16.2602 0 1.34691 
8.54932 16.24 0 1.14165 
9.8507 16.1893 0 1.22325 
11.1715 16.1808 0 1.31523 
12.4629 16.1943 0 1.25728 
13.7989 16.1954 0 1.3768 
15.1082 16.1805 0 1.42768 
16.329 16.0807 0 1.49596 
17.6104 16.0838 0 1.46294 
18.8492 16.1273 0 1.23669 
0.829283 17.544 0 1.47388 
2.10424 17.5149 0 1.38832 
3.38541 17.5168 0 1.31197 
4.69592 17.4868 0 1.39328 
5.97934 17.5295 0 1.26986 
7.25595 17.4844 0 1.2516 
8.57918 17.4391 0 1.42986 
9.89336 17.4584 0 1.43845 
11.1396 17.4713 0 1.22931 
12.4282 17.4589 0 1.2294 
13.7762 17.4764 0 1.33162 
15.0334 17.4334 0 1.32898 
16.3103 17.4239 0 1.31323 
17.6415 17.3945 0 1.47653 
18.8724 17.3958 0 1.38018 
0.776105 18.7993 0 1.31504 
2.11104 18.7852 0 1.45273 
3.38373 18.8137 0 1.30675 
4.66711 18.8029 0 1.25954 
6.01264 18.7447 0 1.53304 
7.2792 18.7545 0 1.3979 
8.58754 18.7935 0 1.34624 
9.87208 18.7499 0 1.38807 
11.1521 18.7327 0 1.37431 
12.4365 18.7793 0 1.20025 
13.7485 18.751 0 1.31404 
15.0353 18.7309 0 1.34252 
16.3075 18.7031 0 1.38658 
17.573 18.7127 0 1.30915 
18.8496 18.7262 0 1.2465 
ITEM: TIMESTEP
2500
ITEM: NUMBER OF ATOMS
225
ITEM: BOX BOUNDS ff ff pp
0 40
0 20
-1 1
ITEM: ATOMS x y c_ps v_speed 
0.847016 0.776273 0 1.6523 
2.14958 0.743219 0 1.60573 
3.45461 0.750376 0 1.62939 
4.67697 0.752558 0 1.4247 
6.01909 0.753909 0 1.53992 
7.31126 0.783833 0 1.56951 
8.62835 0.805325 0 1.65277 
9.90063 0.827213 0 1.63408 
11.2144 0.802015 0 1.61867 
12.5296 0.840861 0 1.73461 
13.8084 0.841244 0 1.69332 
15.0704 0.855427 0 1.66178 
16.329 0.803379 0 1.46638 
17.6543 0.836996 0 1.58325 
18.853 0.853176 0 1.55445 
0.857134 2.01583 0 1.59992 
2.09693 2.02459 0 1.42264 
3.45666 2.01375 0 1.58278 
4.68187 2.03068 0 1.39021 
6.03657 1.97449 0 1.48065 
7.35969 2.06358 0 1.65215 
8.63723 2.06104 0 1.5881 
9.95295 2.08689 0 1.67166 
11.194 2.0781 0 1.50958 
12.5409 2.09369 0 1.65288 
13.79 2.08491 0 1.51638 
15.0278 2.17651 0 1.63285 
16.3407 2.13836 0 1.56063 
17.6208 2.233 0 1.81336 
18.89 2.18505 0 1.6521 
0.850414 3.28932 0 1.55972 
2.16466 3.30012 0 1.5961 
3.4383 3.2856 0 1.50541 
4.77244 3.32765 0 1.64342 
6.00974 3.28127 0 1.41459 
7.34685 3.35749 0 1.60601 
8.65765 3.33822 0 1.61252 
9.94404 3.34314 0 1.58051 
11.2385 3.32594 0 1.53955 
12.4812 3.38225 0 1.48506 
13.807 3.37461 0 1.53496 
15.0588 3.40976 0 1.50775 
16.4052 3.43361 0 1.65686 
17.5966 3.4067 0 1.41739 
18.8666 3.44933 0 1.53027 
0.880151 4.58473 0 1.64568 
2.14214 4.58228 0 1.5173 
3.49586 4.57911 0 1.6776 
4.72515 4.61634 0 1.49224 
6.06195 4.62014 0 1.60492 
7.37113 4.52322 0 1.56869 
8.6613 4.60998 0 1.59371 
9.95209 4.6363 0 1.59428 
11.2383 4.66274 0 1.59073 
12.5268 4.66504 0 1.56552 
13.9085 4.65511 0 1.77068 
15.1439 4.68406 0 1.64297 
16.3849 4.71215 0 1.5665 
17.6786 4.75278 0 1.65741 
18.9352 4.73255 0 1.53343 
0.864735 5.92461 0 1.62283 
2.19038 5.84871 0 1.65341 
3.46675 5.87986 0 1.59154 
4.7212 5.88738 0 1.45697 
6.05483 5.91283 0 1.57514 
7.35434 5.85831 0 1.54251 
8.69335 5.93511 0 1.70917 
9.97953 5.87975 0 1.62744 
11.2843 5.93824 0 1.68771 
12.5393 5.93904 0 1.55995 
13.8633 5.96359 0 1.66013 
15.1211 5.94109 0 1.51464 
16.3846 5.95147 0 1.43653 
17.7201 6.02203 0 1.66262 
18.8915 6.02674 0 1.47069 
0.854211 7.15454 0 1.56061 
2.13055 7.17292 0 1.4777 
3.47035 7.15535 0 1.59599 
4.77756 7.13316 0 1.6153 
6.07889 7.19521 0 1.6343 
7.39146 7.20736 0 1.67868 
8.64521 7.1531 0 1.51709 
9.94286 7.18436 0 1.52064 
11.3024 7.23519 0 1.73126 
12.5916 7.15755 0 1.65784 
13.8531 7.22138 0 1.57752 
15.1619 7.23673 0 1.61944 
16.4797 7.22191 0 1.65886 
17.7563 7.20663 0 1.56464 
19.0053 7.29087 0 1.5596 
0.841696 8.39139 0 1.53383 
2.14917 8.43749 0 1.53151 
3.4269 8.42905 0 1.46371 
4.7937 8.49429 0 1.67406 
6.06659 8.44994 0 1.58481 
7.36099 8.43667 0 1.56797 
8.71839 8.45405 0 1.74459 
9.92252 8.41712 0 1.45202 
11.3015 8.51893 0 1.70592 
12.5273 8.47028 0 1.46519 
13.8795 8.43667 0 1.62496 
15.2121 8.46236 0 1.72567 
16.4486 8.49524 0 1.53597 
17.7757 8.47594 0 1.61553 
19.0404 8.4564 0 1.50433 
0.889986 9.74369 0 1.66818 
2.17753 9.81556 0 1.63113 
3.44308 9.71256 0 1.51674 
4.80336 9.71056 0 1.70251 
6.08828 9.70046 0 1.65873 
7.35035 9.77753 0 1.5371 
8.69205 9.78776 0 1.66737 
9.93743 9.77501 0 1.49692 
11.2455 9.78155 0 1.5229 
12.5319 9.74252 0 1.47808 
13.8489 9.76538 0 1.53099 
15.1324 9.77963 0 1.48234 
16.4003 9.78905 0 1.38554 
17.7731 9.79916 0 1.61217 
19.0211 9.72181 0 1.44722 
0.8845 11.0491 0 1.65158 
2.15119 11.0348 0 1.53807 
3.48382 11.0265 0 1.63956 
4.81166 11.0697 0 1.72483 
6.05636 11.0389 0 1.55366 
7.33638 11.0116 0 1.49637 
8.66908 11.0329 0 1.59337 
9.95204 11.0888 0 1.5446 
11.2957 11.03 0 1.67586 
12.5626 11.0792 0 1.57519 
13.8435 11.0287 0 1.51493 
15.1838 11.007 0 1.64312 
16.4437 11.0276 0 1.5157 
17.7749 11.0291 0 1.61158 
19.0662 11.0373 0 1.58409 
0.860974 12.3793 0 1.58091 
2.14459 12.3371 0 1.51826 
3.38966 12.3468 0 1.34764 
4.70896 12.3255 0 1.41136 
6.05269 12.3207 0 1.54715 
7.37725 12.3288 0 1.62056 
8.66461 12.3062 0 1.58909 
9.95129 12.357 0 1.53541 
11.2406 12.3429 0 1.50465 
12.5708 12.3372 0 1.59842 
13.8832 12.3355 0 1.63639 
15.1165 12.3445 0 1.4275 
16.5084 12.2628 0 1.75516 
17.7472 12.2571 0 1.58657 
19.0149 12.2159 0 1.57149 
0.87112 13.6608 0 1.60715 
2.17159 13.6434 0 1.59896 
3.44216 13.5824 0 1.53666 
4.73877 13.6365 0 1.49973 
6.05602 13.6152 0 1.5612 
7.32747 13.5782 0 1.49852 
8.66894 13.5779 0 1.62405 
9.9441 13.6058 0 1.53074 
11.2666 13.607 0 1.59766 
12.5864 13.603 0 1.65896 
13.8632 13.5638 0 1.62543 
15.1264 13.5918 0 1.48849 
16.3892 13.5407 0 1.45891 
17.7483 13.49 0 1.70237 
18.9201 13.3937 0 1.72349 
0.864314 14.8965 0 1.61002 
2.17296 14.9462 0 1.59869 
3.48446 14.9098 0 1.65023 
4.70614 14.864 0 1.45259 
6.04469 14.9167 0 1.52515 
7.38029 14.907 0 1.63811 
8.68873 14.8768 0 1.68686 
9.94855 14.8706 0 1.57575 
11.2487 14.9 0 1.54608 
12.5976 14.8646 0 1.72251 
13.865 14.8145 0 1.69958 
15.1597 14.7798 0 1.7481 
16.4268 14.7919 0 1.64816 
17.692 14.7774 0 1.60509 
18.9357 14.7788 0 1.50344 
0.86769 16.2161 0 1.60731 
2.20275 16.1601 0 1.74251 
3.45611 16.1991 0 1.57139 
4.70694 16.2121 0 1.41422 
6.05451 16.1555 0 1.60921 
7.37702 16.2464 0 1.59388 
8.61033 16.2208 0 1.4122 
9.91122 16.1586 0 1.48725 
11.2349 16.1463 0 1.57072 
12.5231 16.1597 0 1.51807 
13.8638 16.1576 0 1.62364 
15.1715 16.1359 0 1.66818 
16.3725 16.0126 0 1.73206 
17.6429 16.0115 0 1.70376 
18.8599 16.0596 0 1.4982 
0.90767 17.5293 0 1.71269 
2.17694 17.4938 0 1.63656 
3.45412 17.495 0 1.56748 
4.76626 17.4581 0 1.64133 
6.04591 17.5077 0 1.52814 
7.31738 17.4525 0 1.51286 
8.64427 17.3967 0 1.67264 
9.96005 17.4177 0 1.68219 
11.1944 17.4308 0 1.49264 
12.4788 17.4134 0 1.49224 
13.8332 17.4309 0 1.58394 
15.0785 17.3761 0 1.58302 
16.3459 17.3611 0 1.5686 
17.676 17.3224 0 1.71584 
18.8852 17.3215 0 1.62944 
0.843633 18.7734 0 1.57282 
2.18408 18.7556 0 1.69516 
3.45099 18.7885 0 1.56248 
4.73059 18.7744 0 1.52027 
6.08425 18.7035 0 1.76746 
7.34346 18.7136 0 1.6451 
8.65226 18.7582 0 1.59787 
9.93246 18.7042 0 1.63652 
11.2068 18.6814 0 1.62331 
12.4858 18.7342 0 1.46658 
13.7971 18.6976 0 1.56953 
15.0774 18.6706 0 1.59543 
16.3393 18.6345 0 1.63498 
17.5919 18.6432 0 1.56456 
18.8566 18.6576 0 1.50795 
ITEM: TIMESTEP
3000
ITEM: NUMBER OF ATOMS
225
ITEM: BOX BOUNDS ff ff pp
0 40
0 20
-1 1
ITEM: ATOMS x y c_ps v_speed 
0.92606 0.815674 0 1.87661 
2.22775 0.779373 0 1.8353 
3.5329 0.788885 0 1.85665 
4.74316 0.792842 0 1.67055 
6.09052 0.796165 0 1.77575 
7.38045 0.832114 0 1.80144 
8.69865 0.858804 0 1.87666 
9.96514 0.886185 0 1.85855 
11.2786 0.860316 0 1.84647 
12.5932 0.907686 0 1.95096 
13.8652 0.911436 0 1.91366 
15.117 0.931009 0 1.88495 
16.3636 0.874972 0 1.70901 
17.6852 0.916163 0 1.81312 
18.8613 0.936412 0 1.78756 
0.93868 2.04258 0 1.82909 
2.16861 2.05368 0 1.66765 
3.53662 2.04255 0 1.81268 
4.75032 2.06327 0 1.6382 
6.11225 2.00062 0 1.71831 
7.43795 2.10443 0 1.87558 
8.71107 2.10361 0 1.81763 
10.0277 2.13565 0 1.89323 
11.2582 2.12832 0 1.74637 
12.6094 2.14949 0 1.87613 
13.8477 2.143 0 1.75272 
15.0721 2.25171 0 1.85466 
16.3806 2.21222 0 1.79265 
17.65 2.32437 2.27383 2.02052 
18.905 2.27204 0 1.87554 
0.931965 3.30908 0 1.79267 
2.24733 3.32238 0 1.8248 
3.51678 3.30682 0 1.7425 
4.85555 3.35619 0 1.8677 
6.08313 3.30447 0 1.66015 
7.4251 3.39333 2.59923 1.83302 
8.73663 3.37324 0 1.83972 
10.0199 3.38112 0 1.81076 
11.3121 3.36416 0 1.77315 
12.5445 3.43168 0 1.72359 
13.8711 3.42688 0 1.76955 
15.1119 3.47149 0 1.74423 
16.4589 3.504 0 1.87964 
17.6261 3.47793 2.27383 1.66312 
18.8806 3.5306 0 1.76483 
0.966718 4.60051 0 1.87023 
2.2224 4.59843 0 1.75352 
3.5838 4.59569 0 1.8982 
4.8025 4.63922 0 1.73062 
6.1444 4.64473 0 1.83279 
7.45444 4.53525 2.59923 1.79524 
8.74273 4.63607 0 1.82264 
10.0315 4.6681 0 1.8232 
11.3148 4.7007 0 1.81958 
12.6002 4.70628 0 1.79693 
13.9916 4.69892 0 1.98168 
15.2142 4.73664 0 1.86718 
16.4415 4.77452 0 1.79798 
17.7256 4.82785 0 1.88035 
18.9623 4.81061 0 1.76747 
0.949715 5.94269 0 1.84867 
2.27838 5.85635 0 1.87602 
3.5512 5.89258 0 1.82075 
4.79886 5.90186 0 1.69895 
6.13729 5.9318 0 1.80557 
7.4365 5.8704 0 1.7757 
8.78103 5.95942 0 1.92676 
10.0648 5.89757 0 1.85276 
11.3698 5.96624 0 1.9076 
12.6175 5.96945 0 1.79186 
13.9438 6.00066 0 1.88252 
15.1934 5.97922 0 1.75118 
16.4479 5.99709 0 1.68048 
17.7811 6.08648 4.93931 1.88425 
18.9193 6.10137 2.72394 1.71088 
0.93805 7.15893 0 1.79354 
2.2102 7.18024 0 1.71769 
3.55581 7.16045 0 1.82469 
4.86404 7.13543 0 1.84148 
6.16554 7.20683 0 1.85915 
7.47992 7.22124 0 1.89905 
8.72678 7.15981 0 1.75315 
10.024 7.19633 0 1.75655 
11.3921 7.25542 0 1.94603 
12.6795 7.16811 0 1.88006 
13.9351 7.24276 0 1.80758 
15.2445 7.26299 0 1.84547 
16.5636 7.25062 0 1.8816 
17.8328 7.24136 2.21536 1.79463 
19.0621 7.35254 3.83389 1.78981 
0.923898 8.38306 0 1.76732 
2.23169 8.43583 0 1.76634 
3.50616 8.42619 0 1.70478 
4.88276 8.50084 0 1.8944 
6.15167 8.45012 0 1.81467 
7.44525 8.43496 0 1.7993 
8.81107 8.45486 0 1.95924 
10.0011 8.4127 0 1.69371 
11.3917 8.52907 0 1.92186 
12.6066 8.4735 0 1.70618 
13.9665 8.43523 0 1.85086 
15.3038 8.46461 0 1.94207 
16.531 8.5021 0 1.76918 
17.8621 8.48044 0 1.84212 
19.1216 8.45977 3.83389 1.74197 
0.979046 9.74277 0 1.8906 
2.26422 9.82518 0 1.85424 
3.52471 9.70707 0 1.75221 
4.89383 9.70478 0 1.92039 
6.17654 9.69319 0 1.88026 
7.43305 9.78157 0 1.77104 
8.78086 9.7933 0 1.88863 
10.0182 9.77868 0 1.73475 
11.3275 9.78617 0 1.75804 
12.6119 9.74142 0 1.71806 
13.9314 9.76764 0 1.76583 
15.2125 9.78398 0 1.72139 
16.4756 9.79478 0 1.63326 
17.8592 9.80638 0 1.83808 
19.0995 9.71767 0 1.68964 
0.972777 11.0489 0 1.87564 
2.23402 11.0325 0 1.77223 
3.57144 11.023 0 1.86391 
4.90335 11.0726 0 1.94117 
6.13994 11.0373 0 1.78641 
7.41703 11.0059 0 1.73371 
8.75453 11.0304 0 1.82225 
10.035 11.0945 0 1.77739 
11.3851 11.027 0 1.89684 
12.6471 11.0835 0 1.80547 
13.9251 11.0255 0 1.75116 
15.2714 11.0006 0 1.86644 
16.5254 11.0243 0 1.75183 
17.8611 11.0261 0 1.83865 
19.1512 11.0354 2.94518 1.81399 
0.945847 12.3812 0 1.811 
2.22639 12.3327 0 1.75444 
3.46339 12.3437 0 1.60006 
4.78551 12.3191 0 1.65754 
6.13564 12.3132 0 1.78041 
7.46378 12.3222 0 1.84699 
8.74926 12.2959 0 1.81807 
10.0339 12.3535 0 1.76961 
11.3217 12.3367 0 1.74205 
12.6562 12.3294 0 1.8269 
13.9702 12.3262 0 1.86117 
15.1934 12.3347 0 1.67195 
16.5983 12.2386 0 1.96835 
17.8266 12.2263 0 1.81586 
19.0821 12.1649 5.27751 1.80189 
0.957153 13.6564 0 1.83482 
2.25703 13.6361 0 1.82725 
3.52324 13.5658 0 1.76997 
4.81926 13.6271 0 1.73758 
6.13895 13.6021 0 1.7933 
7.4061 13.559 0 1.73545 
8.75349 13.5576 0 1.84962 
10.0247 13.5884 0 1.76573 
11.3502 13.5882 0 1.82625 
12.6724 13.5816 0 1.88156 
13.945 13.5341 0 1.85132 
15.2013 13.5623 0 1.72734 
16.456 13.4983 0 1.70025 
17.8174 13.4312 2.50229 1.92042 
18.9565 13.3096 4.83463 1.93768 
0.948889 14.8794 0 1.83807 
2.25802 14.9355 0 1.82638 
3.57106 14.8931 0 1.87383 
4.78111 14.8399 0 1.69331 
6.12504 14.8991 0 1.76057 
7.46555 14.8868 0 1.86271 
